order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
ORD-100139,17-02-2020,24-02-2020,Standard Class,CUST-1488,Casey Martinez,Consumer,Jacksonville,FL,20358,Central,PROD-72793,Furniture,Tables,Tables Item 110,5196.46,4,0.1,-69.98
ORD-100140,10-07-2019,19-07-2019,Standard Class,CUST-1070,Morgan Martin,Corporate,Houston,TX,41779,East,PROD-93616,Technology,Accessories,Accessories Item 120,1987.39,1,0,447.71
ORD-100141,08-11-2019,16-11-2019,First Class,CUST-1394,Casey Smith,Home Office,Fort Worth,TX,30701,South,PROD-72580,Technology,Machines,Machines Item 334,6634.55,4,0.1,2508.94
ORD-100142,12-08-2019,18-08-2019,Second Class,CUST-1030,Jordan Jackson,Consumer,Jacksonville,FL,14888,West,PROD-14763,Furniture,Bookcases,Bookcases Item 429,5469.79,7,0.1,504.92
ORD-100143,17-01-2019,22-01-2019,Standard Class,CUST-1004,Quinn Jackson,Corporate,Fort Worth,TX,53914,Central,PROD-27589,Furniture,Furnishings,Furnishings Item 436,13750.2,9,0,363.14
ORD-100144,30-01-2019,01-02-2019,Second Class,CUST-1374,Reese Rodriguez,Corporate,New York,NY,54185,Central,PROD-33002,Technology,Accessories,Accessories Item 313,396.21,7,0.1,60.03
ORD-100145,21-11-2020,27-11-2020,First Class,CUST-1342,Morgan Garcia,Home Office,San Diego,CA,52415,West,PROD-60275,Office Supplies,Writing,Writing Item 121,83.45,8,0.1,33.77
ORD-100146,07-11-2019,12-11-2019,Standard Class,CUST-1293,Alex Rodriguez,Corporate,Jacksonville,FL,40972,East,PROD-71000,Technology,Phones,Phones Item 158,4455.06,3,0,109.63
ORD-100147,26-10-2020,31-10-2020,Standard Class,CUST-1327,Quinn Lopez,Corporate,Houston,TX,27507,South,PROD-89395,Office Supplies,Labels,Labels Item 192,280.48,7,0.1,46.95
ORD-100148,22-08-2020,31-08-2020,Standard Class,CUST-1422,Riley Davis,Corporate,San Jose,CA,20730,South,PROD-20237,Technology,Copiers,Copiers Item 470,12075.4,10,0,4409.55
ORD-100149,01-11-2020,05-11-2020,Standard Class,CUST-1076,Jamie Hernandez,Home Office,San Diego,CA,25235,West,PROD-21919,Technology,Machines,Machines Item 461,1395.09,9,0,472.64
ORD-100150,24-04-2018,02-05-2018,First Class,CUST-1212,Reese Jackson,Consumer,San Diego,CA,98181,Central,PROD-61897,Technology,Phones,Phones Item 131,1022.71,1,0.1,191.27
ORD-100151,30-05-2018,31-05-2018,Second Class,CUST-1358,Jordan Moore,Home Office,Fort Worth,TX,19046,South,PROD-63591,Office Supplies,Writing,Writing Item 93,232.04,3,0.1,104.42
ORD-100152,10-05-2020,16-05-2020,Same Day,CUST-1195,Reese Gonzalez,Consumer,Austin,TX,96742,West,PROD-25549,Technology,Copiers,Copiers Item 92,17846.19,9,0,2778.74
ORD-100153,18-09-2018,22-09-2018,Standard Class,CUST-1387,Alex Martinez,Consumer,Jacksonville,FL,81361,South,PROD-40102,Technology,Machines,Machines Item 127,14124.88,8,0,2645.7
ORD-100154,19-07-2019,23-07-2019,Standard Class,CUST-1371,Morgan Johnson,Corporate,San Antonio,TX,90599,East,PROD-18819,Office Supplies,Binders,Binders Item 52,941.4,10,0,-44.89
ORD-100155,10-04-2018,14-04-2018,Standard Class,CUST-1205,Reese Davis,Consumer,San Francisco,CA,17398,West,PROD-40692,Technology,Copiers,Copiers Item 418,19370,10,0,6463.09
ORD-100156,19-10-2019,23-10-2019,Second Class,CUST-1073,Rowan Davis,Consumer,Phoenix,AZ,17989,West,PROD-82856,Technology,Machines,Machines Item 254,969.91,1,0.3,254.53
ORD-100157,20-02-2020,29-02-2020,Second Class,CUST-1213,Kendall Jones,Consumer,Chicago,IL,80507,South,PROD-49418,Office Supplies,Binders,Binders Item 440,107.57,3,0.1,20.28
ORD-100158,29-04-2018,08-05-2018,Second Class,CUST-1213,Skyler Taylor,Consumer,Houston,TX,43422,West,PROD-68954,Furniture,Chairs,Chairs Item 434,11545.92,6,0,1404.31
ORD-100159,26-01-2019,27-01-2019,Second Class,CUST-1344,Reese Martin,Consumer,Los Angeles,CA,34662,West,PROD-53642,Furniture,Bookcases,Bookcases Item 156,672,1,0,137.7
ORD-100160,25-01-2019,27-01-2019,Standard Class,CUST-1386,Emerson Davis,Corporate,Jacksonville,FL,36805,South,PROD-52154,Office Supplies,Envelopes,Envelopes Item 398,424,5,0,44.66
ORD-100161,28-12-2020,03-01-2021,Second Class,CUST-1184,Rowan Thomas,Consumer,San Francisco,CA,71537,Central,PROD-51015,Office Supplies,Writing,Writing Item 212,70.28,1,0,9.65
ORD-100162,30-03-2019,02-04-2019,First Class,CUST-1283,Finley Jackson,Corporate,Phoenix,AZ,29976,West,PROD-59786,Furniture,Bookcases,Bookcases Item 292,5105.76,4,0,1140.84
ORD-100163,23-11-2019,28-11-2019,Standard Class,CUST-1250,Emerson Anderson,Consumer,San Francisco,CA,56160,West,PROD-74004,Office Supplies,Envelopes,Envelopes Item 95,508.66,9,0.3,127.04
ORD-100164,01-05-2018,10-05-2018,First Class,CUST-1433,Jordan Johnson,Corporate,San Antonio,TX,28021,West,PROD-11198,Office Supplies,Binders,Binders Item 112,266.76,9,0,65.68
ORD-100165,04-05-2018,14-05-2018,Standard Class,CUST-1478,Reese Thomas,Corporate,New York,NY,10866,South,PROD-79391,Office Supplies,Paper,Paper Item 370,405.35,5,0,38.42
ORD-100166,11-08-2019,12-08-2019,Standard Class,CUST-1357,Kendall Garcia,Consumer,Los Angeles,CA,78732,West,PROD-91235,Office Supplies,Binders,Binders Item 270,445.81,5,0.1,-15.39
ORD-100167,02-07-2019,09-07-2019,First Class,CUST-1491,Hayden Anderson,Consumer,Jacksonville,FL,39603,Central,PROD-95686,Technology,Phones,Phones Item 440,2333.71,1,0,78.25
ORD-100168,16-02-2020,23-02-2020,Standard Class,CUST-1028,Alex Garcia,Consumer,Columbus,OH,66873,Central,PROD-79226,Technology,Phones,Phones Item 471,1035.59,1,0,379.38
ORD-100169,31-08-2020,05-09-2020,First Class,CUST-1038,Drew Moore,Consumer,New York,NY,33508,Central,PROD-86943,Office Supplies,Binders,Binders Item 74,425.32,7,0.2,54.13
ORD-100170,05-09-2019,08-09-2019,Standard Class,CUST-1290,Hayden Moore,Consumer,San Francisco,CA,28343,East,PROD-17038,Technology,Copiers,Copiers Item 51,2291.17,7,0,415.75
ORD-100171,05-06-2018,11-06-2018,Standard Class,CUST-1314,Reese Gonzalez,Home Office,Philadelphia,PA,13883,Central,PROD-39902,Furniture,Furnishings,Furnishings Item 183,11963.45,9,0.2,3489.88
ORD-100172,03-06-2020,06-06-2020,Standard Class,CUST-1338,Hayden Williams,Corporate,Phoenix,AZ,42302,East,PROD-30214,Office Supplies,Writing,Writing Item 195,90.07,3,0.1,13.63
ORD-100173,11-10-2019,17-10-2019,First Class,CUST-1002,Quinn Anderson,Consumer,Phoenix,AZ,23399,West,PROD-66489,Office Supplies,Binders,Binders Item 230,27.54,9,0,7.78
ORD-100174,15-04-2020,17-04-2020,First Class,CUST-1181,Skyler Williams,Consumer,San Francisco,CA,52523,South,PROD-64238,Office Supplies,Writing,Writing Item 199,163.31,2,0.1,24.08
ORD-100175,13-05-2019,23-05-2019,Standard Class,CUST-1350,Hayden Garcia,Consumer,Phoenix,AZ,45180,South,PROD-31916,Office Supplies,Paper,Paper Item 223,475.55,5,0,50.61
ORD-100176,18-09-2020,20-09-2020,Second Class,CUST-1483,Cameron Thomas,Consumer,Houston,TX,70012,East,PROD-10887,Office Supplies,Writing,Writing Item 486,666.12,7,0,272.76
ORD-100177,18-02-2020,24-02-2020,Second Class,CUST-1220,Reese Jones,Consumer,San Jose,CA,36326,South,PROD-62198,Furniture,Bookcases,Bookcases Item 496,5546.82,6,0,1707.46
ORD-100178,02-10-2020,12-10-2020,Standard Class,CUST-1166,Hayden Rodriguez,Corporate,San Antonio,TX,57843,East,PROD-87624,Technology,Accessories,Accessories Item 280,2413.18,3,0.1,783.3
ORD-100179,25-02-2018,05-03-2018,Standard Class,CUST-1107,Reese Martinez,Corporate,Los Angeles,CA,63627,South,PROD-41722,Office Supplies,Writing,Writing Item 130,204.47,3,0.1,7.44
ORD-100180,12-02-2020,14-02-2020,Second Class,CUST-1306,Emerson Jackson,Consumer,Dallas,TX,64827,East,PROD-24335,Furniture,Chairs,Chairs Item 394,5736.89,4,0.1,551.33
ORD-100181,29-12-2019,01-01-2020,Standard Class,CUST-1022,Finley Gonzalez,Home Office,Philadelphia,PA,66420,East,PROD-43913,Office Supplies,Paper,Paper Item 114,452.39,9,0.1,80.95
ORD-100182,29-03-2019,06-04-2019,Second Class,CUST-1237,Finley Taylor,Consumer,New York,NY,73277,East,PROD-21253,Furniture,Furnishings,Furnishings Item 60,2732.94,3,0,390.56
ORD-100183,04-12-2019,12-12-2019,Standard Class,CUST-1266,Emerson Lopez,Consumer,San Diego,CA,69303,Central,PROD-15856,Office Supplies,Writing,Writing Item 415,26.94,2,0,7.45
ORD-100184,04-12-2019,06-12-2019,Standard Class,CUST-1084,Cameron Taylor,Consumer,Chicago,IL,53383,South,PROD-63090,Furniture,Bookcases,Bookcases Item 323,986.49,3,0,250.23
ORD-100185,04-06-2020,11-06-2020,First Class,CUST-1314,Riley Anderson,Consumer,San Antonio,TX,10583,West,PROD-18200,Office Supplies,Writing,Writing Item 296,21.44,2,0.1,7.35
ORD-100186,18-01-2019,24-01-2019,Second Class,CUST-1234,Morgan Rodriguez,Corporate,San Diego,CA,79168,Central,PROD-90125,Technology,Machines,Machines Item 201,2706.4,10,0,346.43
ORD-100187,22-12-2019,30-12-2019,Standard Class,CUST-1416,Quinn Martin,Consumer,Austin,TX,27556,Central,PROD-50026,Office Supplies,Binders,Binders Item 60,247.62,3,0,50.63
ORD-100188,17-10-2018,26-10-2018,Second Class,CUST-1305,Casey Jackson,Consumer,Chicago,IL,73788,West,PROD-74178,Technology,Accessories,Accessories Item 148,6373.8,3,0,2030.2
ORD-100189,12-07-2020,22-07-2020,First Class,CUST-1183,Alex Thomas,Consumer,Columbus,OH,60324,South,PROD-64477,Furniture,Furnishings,Furnishings Item 364,15177.04,8,0,1862.44
ORD-100190,19-06-2018,29-06-2018,First Class,CUST-1389,Cameron Martinez,Consumer,Houston,TX,80465,Central,PROD-84140,Office Supplies,Labels,Labels Item 381,789.04,8,0,79.13
ORD-100191,20-08-2018,30-08-2018,First Class,CUST-1396,Skyler Lopez,Consumer,San Francisco,CA,15453,South,PROD-65725,Technology,Accessories,Accessories Item 53,1075.32,4,0,369.06
ORD-100192,08-03-2018,16-03-2018,Second Class,CUST-1441,Jordan Anderson,Home Office,Los Angeles,CA,41056,West,PROD-89988,Technology,Copiers,Copiers Item 324,16351.3,7,0,-1053.83
ORD-100193,13-10-2018,17-10-2018,Standard Class,CUST-1412,Taylor Jackson,Consumer,Phoenix,AZ,88231,West,PROD-47923,Furniture,Tables,Tables Item 294,6360.86,5,0.3,2343.37
ORD-100194,19-11-2020,21-11-2020,First Class,CUST-1384,Kendall Johnson,Home Office,Columbus,OH,95969,West,PROD-42725,Technology,Accessories,Accessories Item 75,1897.4,6,0.1,272.7
ORD-100195,15-03-2020,23-03-2020,First Class,CUST-1323,Drew Wilson,Consumer,Los Angeles,CA,93050,East,PROD-58374,Furniture,Tables,Tables Item 233,7711.12,8,0,1383.78
ORD-100196,06-01-2018,08-01-2018,Standard Class,CUST-1234,Parker Williams,Corporate,San Antonio,TX,38551,South,PROD-45197,Office Supplies,Labels,Labels Item 166,37.6,5,0,12.5
ORD-100197,25-09-2018,05-10-2018,Standard Class,CUST-1403,Avery Johnson,Consumer,Austin,TX,70238,East,PROD-67840,Office Supplies,Binders,Binders Item 234,41.42,1,0.3,11.29
ORD-100198,26-05-2020,30-05-2020,Same Day,CUST-1465,Casey Martinez,Consumer,Fort Worth,TX,45916,East,PROD-42819,Technology,Copiers,Copiers Item 43,15591.26,6,0.1,101.76
ORD-100199,05-12-2018,06-12-2018,Second Class,CUST-1156,Cameron Wilson,Corporate,Jacksonville,FL,22475,East,PROD-20215,Office Supplies,Labels,Labels Item 68,871.2,10,0,68.57
ORD-100200,30-06-2020,01-07-2020,First Class,CUST-1175,Morgan Wilson,Corporate,San Diego,CA,19283,West,PROD-23425,Furniture,Chairs,Chairs Item 53,2916.06,6,0,549.26
ORD-100201,05-09-2019,08-09-2019,Second Class,CUST-1416,Casey Jones,Consumer,San Jose,CA,11110,West,PROD-37925,Furniture,Tables,Tables Item 322,4767.07,3,0.2,1420.68
ORD-100202,25-06-2020,29-06-2020,First Class,CUST-1051,Casey Brown,Consumer,San Antonio,TX,56076,South,PROD-42477,Furniture,Bookcases,Bookcases Item 142,387.8,2,0,91.84
ORD-100203,07-08-2019,08-08-2019,Standard Class,CUST-1337,Quinn Miller,Consumer,Dallas,TX,34726,South,PROD-41370,Furniture,Chairs,Chairs Item 254,7490.28,7,0,1397.1
ORD-100204,20-10-2020,30-10-2020,First Class,CUST-1455,Alex Lopez,Home Office,Chicago,IL,60703,South,PROD-71736,Furniture,Bookcases,Bookcases Item 489,2554.66,2,0,327.42
ORD-100205,19-05-2018,20-05-2018,Second Class,CUST-1020,Taylor Gonzalez,Consumer,Austin,TX,75673,South,PROD-20803,Furniture,Furnishings,Furnishings Item 328,11463.66,9,0,4622.1
ORD-100206,09-11-2018,14-11-2018,First Class,CUST-1040,Rowan Miller,Home Office,Chicago,IL,80305,Central,PROD-50654,Furniture,Chairs,Chairs Item 358,7493.28,7,0.1,1249.04
ORD-100207,04-05-2019,05-05-2019,First Class,CUST-1473,Kendall Brown,Consumer,San Jose,CA,17212,Central,PROD-25655,Technology,Accessories,Accessories Item 7,5043.6,3,0.1,1498.74
ORD-100208,02-12-2018,10-12-2018,Same Day,CUST-1267,Rowan Rodriguez,Consumer,Chicago,IL,45227,East,PROD-66272,Office Supplies,Writing,Writing Item 140,262.62,9,0,42.3
ORD-100209,07-06-2018,15-06-2018,Second Class,CUST-1184,Taylor Thomas,Home Office,Chicago,IL,58193,West,PROD-85223,Furniture,Chairs,Chairs Item 346,1478.08,2,0,25.71
ORD-100210,08-11-2020,09-11-2020,First Class,CUST-1441,Alex Davis,Consumer,Philadelphia,PA,60197,West,PROD-82465,Office Supplies,Paper,Paper Item 412,414.4,7,0,-20.52
ORD-100211,24-05-2019,31-05-2019,Standard Class,CUST-1163,Drew Williams,Consumer,Los Angeles,CA,75803,East,PROD-77603,Office Supplies,Binders,Binders Item 24,572.25,7,0,127.9
ORD-100212,10-08-2020,15-08-2020,Standard Class,CUST-1159,Avery Williams,Consumer,New York,NY,58354,West,PROD-91620,Furniture,Tables,Tables Item 125,11081.84,8,0,2981.41
ORD-100213,07-10-2020,11-10-2020,Standard Class,CUST-1279,Cameron Jones,Consumer,San Antonio,TX,13133,West,PROD-93354,Technology,Copiers,Copiers Item 430,886.45,1,0.3,316.64
ORD-100214,03-01-2018,10-01-2018,Standard Class,CUST-1372,Quinn Brown,Consumer,Houston,TX,65026,South,PROD-46677,Office Supplies,Binders,Binders Item 48,74.73,1,0.2,12.79
ORD-100215,30-11-2020,07-12-2020,Standard Class,CUST-1190,Reese Williams,Consumer,Dallas,TX,27499,South,PROD-84425,Office Supplies,Envelopes,Envelopes Item 32,513.01,7,0.1,74.97
ORD-100216,25-09-2018,29-09-2018,Second Class,CUST-1435,Avery Gonzalez,Corporate,Jacksonville,FL,52762,Central,PROD-40619,Furniture,Tables,Tables Item 39,7900.76,4,0,1702.28
ORD-100217,12-08-2018,15-08-2018,First Class,CUST-1230,Reese Hernandez,Consumer,Dallas,TX,56961,West,PROD-70731,Furniture,Tables,Tables Item 136,1585.48,2,0,76.61
ORD-100218,16-09-2019,26-09-2019,First Class,CUST-1427,Avery Jones,Consumer,Houston,TX,56627,South,PROD-98759,Technology,Phones,Phones Item 154,13096.53,5,0.1,2790.56
ORD-100219,23-12-2018,24-12-2018,Same Day,CUST-1437,Reese Moore,Corporate,Houston,TX,22415,South,PROD-25919,Office Supplies,Binders,Binders Item 7,43.14,1,0.1,9.21
ORD-100220,01-04-2019,04-04-2019,First Class,CUST-1205,Parker Williams,Consumer,Phoenix,AZ,19828,East,PROD-94670,Office Supplies,Binders,Binders Item 228,127.95,3,0,21.36
ORD-100221,11-11-2019,13-11-2019,First Class,CUST-1236,Taylor Garcia,Home Office,San Antonio,TX,61773,South,PROD-99550,Office Supplies,Labels,Labels Item 219,260.22,3,0,45.11
ORD-100222,19-01-2019,24-01-2019,Second Class,CUST-1452,Casey Johnson,Corporate,San Jose,CA,42215,Central,PROD-82179,Furniture,Furnishings,Furnishings Item 246,1635.16,1,0,591.84
ORD-100223,24-02-2020,27-02-2020,Second Class,CUST-1329,Rowan Davis,Corporate,San Francisco,CA,81258,East,PROD-72873,Furniture,Tables,Tables Item 279,15138.32,8,0,3292.51
ORD-100224,25-10-2020,31-10-2020,Second Class,CUST-1092,Alex Hernandez,Consumer,New York,NY,46822,East,PROD-86544,Furniture,Tables,Tables Item 120,5120.43,3,0,729.34
ORD-100225,09-05-2019,14-05-2019,Standard Class,CUST-1405,Taylor Davis,Consumer,San Francisco,CA,60911,Central,PROD-41005,Office Supplies,Binders,Binders Item 304,79.16,6,0.1,-0.94
ORD-100226,05-01-2020,15-01-2020,First Class,CUST-1358,Parker Jackson,Consumer,San Jose,CA,34672,South,PROD-33010,Technology,Copiers,Copiers Item 252,2863.07,1,0,45.15
ORD-100227,22-04-2019,02-05-2019,First Class,CUST-1269,Emerson Smith,Consumer,San Jose,CA,36406,West,PROD-52413,Furniture,Bookcases,Bookcases Item 31,1359.82,1,0,332.15
ORD-100228,18-10-2018,20-10-2018,Standard Class,CUST-1440,Parker Williams,Consumer,Austin,TX,61851,East,PROD-52284,Furniture,Tables,Tables Item 70,3389.44,3,0.1,273.37
ORD-100229,13-06-2020,21-06-2020,Standard Class,CUST-1089,Skyler Martin,Corporate,Houston,TX,97232,West,PROD-48602,Furniture,Tables,Tables Item 66,3670.84,3,0.1,526.9
ORD-100230,12-03-2020,22-03-2020,First Class,CUST-1308,Avery Martin,Consumer,San Jose,CA,23645,South,PROD-20198,Office Supplies,Writing,Writing Item 122,222.56,6,0.3,43.13
ORD-100231,10-12-2018,12-12-2018,Standard Class,CUST-1343,Avery Anderson,Consumer,Houston,TX,42707,East,PROD-24160,Furniture,Tables,Tables Item 369,1711.75,1,0,626.76
ORD-100232,16-06-2020,23-06-2020,Same Day,CUST-1452,Kendall Thomas,Home Office,Philadelphia,PA,81568,South,PROD-85766,Office Supplies,Labels,Labels Item 334,224.36,4,0,68.02
ORD-100233,31-05-2018,01-06-2018,Second Class,CUST-1163,Drew Brown,Consumer,Chicago,IL,59212,West,PROD-81702,Technology,Phones,Phones Item 483,2444.76,2,0,488.78
ORD-100234,15-09-2020,16-09-2020,Second Class,CUST-1334,Jamie Martin,Home Office,Chicago,IL,17019,East,PROD-34901,Furniture,Bookcases,Bookcases Item 210,2521.77,9,0.1,904.52
ORD-100235,28-06-2019,03-07-2019,Second Class,CUST-1049,Taylor Gonzalez,Consumer,Columbus,OH,74349,West,PROD-10500,Office Supplies,Writing,Writing Item 219,45.74,2,0,13.05
ORD-100236,10-09-2020,14-09-2020,First Class,CUST-1105,Jamie Martinez,Home Office,San Diego,CA,25139,Central,PROD-74106,Furniture,Furnishings,Furnishings Item 459,1579.6,5,0,-43.76
ORD-100237,04-03-2020,07-03-2020,Second Class,CUST-1195,Parker Garcia,Consumer,Phoenix,AZ,67637,South,PROD-45200,Furniture,Bookcases,Bookcases Item 289,903.08,1,0,319.08
ORD-100238,18-07-2018,20-07-2018,Standard Class,CUST-1413,Skyler Wilson,Home Office,San Jose,CA,39820,East,PROD-80190,Furniture,Furnishings,Furnishings Item 352,14504.88,8,0,2959.23
ORD-100239,28-04-2019,06-05-2019,Second Class,CUST-1202,Taylor Taylor,Consumer,Dallas,TX,84905,West,PROD-32659,Office Supplies,Labels,Labels Item 486,165.48,3,0.3,-13.32
ORD-100240,30-01-2019,02-02-2019,First Class,CUST-1040,Kendall Miller,Home Office,Austin,TX,29382,Central,PROD-21406,Furniture,Chairs,Chairs Item 199,7409.34,9,0,2206.4
ORD-100241,30-10-2019,04-11-2019,Standard Class,CUST-1469,Alex Martin,Consumer,San Francisco,CA,64997,East,PROD-29424,Furniture,Bookcases,Bookcases Item 291,19015.7,10,0,4177.45
ORD-100242,25-07-2018,27-07-2018,Standard Class,CUST-1051,Quinn Moore,Home Office,Fort Worth,TX,63856,Central,PROD-84976,Furniture,Furnishings,Furnishings Item 312,2694.32,8,0,480.22
ORD-100243,19-07-2019,26-07-2019,First Class,CUST-1311,Hayden Johnson,Consumer,Fort Worth,TX,53449,West,PROD-45203,Office Supplies,Labels,Labels Item 460,163.86,6,0,45.15
ORD-100244,13-09-2019,18-09-2019,Second Class,CUST-1251,Morgan Davis,Consumer,Jacksonville,FL,68079,Central,PROD-89295,Furniture,Furnishings,Furnishings Item 331,1890.62,2,0,338.91
ORD-100245,09-03-2019,16-03-2019,Standard Class,CUST-1388,Rowan Lopez,Corporate,Dallas,TX,30836,East,PROD-27779,Furniture,Furnishings,Furnishings Item 400,4975.7,9,0.2,1136.32
ORD-100246,01-03-2018,04-03-2018,First Class,CUST-1426,Riley Johnson,Consumer,San Diego,CA,16626,Central,PROD-45910,Technology,Accessories,Accessories Item 189,15260.24,8,0,2521.76
ORD-100247,11-09-2018,12-09-2018,First Class,CUST-1250,Reese Anderson,Consumer,Columbus,OH,72204,Central,PROD-43903,Furniture,Bookcases,Bookcases Item 384,602.64,2,0,103.03
ORD-100248,02-03-2020,03-03-2020,First Class,CUST-1292,Riley Davis,Corporate,Austin,TX,37096,Central,PROD-77276,Technology,Machines,Machines Item 11,401.58,1,0,19.22
ORD-100249,28-09-2018,01-10-2018,Standard Class,CUST-1004,Cameron Rodriguez,Corporate,Phoenix,AZ,94245,Central,PROD-55706,Furniture,Furnishings,Furnishings Item 236,3620.25,5,0,863.5
ORD-100250,11-09-2019,20-09-2019,Standard Class,CUST-1203,Finley Brown,Consumer,Austin,TX,59051,Central,PROD-73142,Furniture,Chairs,Chairs Item 33,7554.71,6,0.3,3222.92
ORD-100251,28-10-2019,02-11-2019,Second Class,CUST-1364,Quinn Miller,Consumer,San Francisco,CA,41496,East,PROD-96577,Technology,Machines,Machines Item 164,1440.48,3,0.1,204.08
ORD-100252,15-10-2020,20-10-2020,Second Class,CUST-1214,Hayden Gonzalez,Corporate,San Jose,CA,84978,West,PROD-99957,Furniture,Bookcases,Bookcases Item 274,2719.74,8,0.2,223.4
ORD-100253,05-01-2020,14-01-2020,Second Class,CUST-1087,Skyler Garcia,Consumer,San Diego,CA,26769,Central,PROD-99091,Technology,Accessories,Accessories Item 461,1535.38,6,0.1,173.37
ORD-100254,01-04-2019,07-04-2019,First Class,CUST-1446,Quinn Wilson,Corporate,Philadelphia,PA,58717,Central,PROD-70786,Technology,Copiers,Copiers Item 436,758.98,2,0,6
ORD-100255,26-05-2018,03-06-2018,Standard Class,CUST-1256,Morgan Gonzalez,Consumer,San Antonio,TX,17086,West,PROD-54914,Office Supplies,Binders,Binders Item 210,301.6,10,0.2,47.36
ORD-100256,26-07-2020,29-07-2020,Second Class,CUST-1366,Jamie Williams,Consumer,Austin,TX,33176,Central,PROD-10617,Technology,Phones,Phones Item 232,7600.9,5,0,1275.17
ORD-100257,12-12-2018,22-12-2018,Standard Class,CUST-1250,Jordan Jones,Corporate,Austin,TX,66283,South,PROD-60242,Furniture,Furnishings,Furnishings Item 3,1608.85,1,0,297.73
ORD-100258,04-02-2020,05-02-2020,Standard Class,CUST-1387,Rowan Miller,Consumer,New York,NY,92141,West,PROD-50906,Office Supplies,Writing,Writing Item 67,127.06,2,0,35.85
ORD-100259,19-09-2019,22-09-2019,First Class,CUST-1023,Quinn Martinez,Consumer,Dallas,TX,88167,Central,PROD-54922,Furniture,Bookcases,Bookcases Item 462,12072.88,8,0,1274.37
ORD-100260,21-01-2019,24-01-2019,Standard Class,CUST-1470,Hayden Smith,Consumer,Jacksonville,FL,27197,West,PROD-87292,Technology,Phones,Phones Item 259,1709.61,3,0,195.45
ORD-100261,18-03-2018,25-03-2018,Standard Class,CUST-1130,Skyler Martin,Consumer,New York,NY,96765,East,PROD-16322,Technology,Phones,Phones Item 354,2927.76,2,0,95.54
ORD-100262,18-02-2020,20-02-2020,Standard Class,CUST-1242,Casey Miller,Corporate,Austin,TX,11219,Central,PROD-96832,Furniture,Chairs,Chairs Item 267,6278,5,0,658.04
ORD-100263,08-10-2018,15-10-2018,Standard Class,CUST-1053,Rowan Martin,Consumer,Los Angeles,CA,23928,South,PROD-36181,Office Supplies,Envelopes,Envelopes Item 399,338.62,5,0.1,-28.12
ORD-100264,18-02-2019,24-02-2019,Standard Class,CUST-1151,Jamie Johnson,Consumer,Fort Worth,TX,37222,South,PROD-10358,Furniture,Bookcases,Bookcases Item 7,194.45,2,0.2,54.87
ORD-100265,08-10-2020,11-10-2020,Standard Class,CUST-1399,Rowan Williams,Corporate,Los Angeles,CA,43540,West,PROD-44619,Furniture,Tables,Tables Item 238,1795.65,1,0,110.34
ORD-100266,24-12-2018,25-12-2018,Standard Class,CUST-1184,Avery Wilson,Corporate,Los Angeles,CA,16014,East,PROD-53078,Office Supplies,Binders,Binders Item 184,291.98,8,0.3,18.49
ORD-100267,04-07-2019,06-07-2019,Second Class,CUST-1175,Jamie Brown,Consumer,San Diego,CA,45629,South,PROD-65278,Technology,Machines,Machines Item 333,4059.87,3,0,769.5
ORD-100268,01-05-2018,04-05-2018,First Class,CUST-1466,Finley Thomas,Corporate,Austin,TX,67430,West,PROD-57002,Technology,Machines,Machines Item 314,1285.76,1,0.2,106.38
ORD-100269,25-09-2018,03-10-2018,Standard Class,CUST-1057,Kendall Anderson,Consumer,Phoenix,AZ,95848,Central,PROD-85582,Office Supplies,Envelopes,Envelopes Item 371,389.7,10,0,27.85
ORD-100270,24-11-2019,03-12-2019,Standard Class,CUST-1358,Reese Brown,Consumer,Jacksonville,FL,42581,South,PROD-29484,Furniture,Furnishings,Furnishings Item 430,641.81,9,0.2,33.79
ORD-100271,22-04-2018,23-04-2018,Standard Class,CUST-1080,Rowan Thomas,Home Office,Columbus,OH,31679,East,PROD-41574,Furniture,Tables,Tables Item 170,3443.1,5,0,349.39
ORD-100272,02-04-2019,11-04-2019,Standard Class,CUST-1206,Cameron Williams,Consumer,San Francisco,CA,85108,South,PROD-68598,Office Supplies,Labels,Labels Item 162,19.24,2,0.3,3.97
ORD-100273,06-02-2018,08-02-2018,Second Class,CUST-1018,Skyler Moore,Consumer,Los Angeles,CA,89194,Central,PROD-95799,Technology,Accessories,Accessories Item 344,11444.83,8,0.3,3310.62
ORD-100274,15-01-2020,16-01-2020,Standard Class,CUST-1432,Reese Hernandez,Consumer,San Jose,CA,88636,South,PROD-69314,Technology,Copiers,Copiers Item 59,4269.11,2,0.1,320.71
ORD-100275,31-03-2019,01-04-2019,Second Class,CUST-1424,Quinn Moore,Consumer,Jacksonville,FL,23935,East,PROD-28408,Office Supplies,Labels,Labels Item 421,382.48,7,0,68.7
ORD-100276,06-02-2019,10-02-2019,First Class,CUST-1436,Hayden Miller,Consumer,San Francisco,CA,34979,Central,PROD-16094,Office Supplies,Labels,Labels Item 475,595.1,10,0,75.66
ORD-100277,11-07-2020,19-07-2020,Standard Class,CUST-1489,Rowan Jones,Home Office,New York,NY,79515,East,PROD-86692,Technology,Machines,Machines Item 248,3241.54,9,0.1,1198.87
